entry_time,exit_time,instrument,underlier,expiry,strike,option_type,entry_price,exit_price,quantity,gross_pnl,net_pnl,transaction_costs,holding_period_seconds
2022-11-03T13:10:13,2022-11-03T13:10:56,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,15.9,15.9,1,0.0,-40.0,40.0,43.0
2022-11-03T13:10:13,2022-11-03T13:10:56,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,45.75,45.1,1,-0.65,-40.65,40.0,43.0
2022-11-03T13:10:56,2022-11-03T13:10:59,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,5.2,5.25,1,0.05,-39.95,40.0,3.0
2022-11-03T13:10:56,2022-11-03T13:10:59,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,84.45,85.0,1,0.55,-39.45,40.0,3.0
2022-11-03T13:10:59,2022-11-03T13:11:02,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,15.75,15.9,1,0.15,-39.85,40.0,3.0
2022-11-03T13:10:59,2022-11-03T13:11:02,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,45.65,44.85,1,-0.8,-40.8,40.0,3.0
2022-11-03T13:11:02,2022-11-03T13:11:03,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,5.25,5.25,1,0.0,-40.0,40.0,1.0
2022-11-03T13:11:02,2022-11-03T13:11:03,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,84.25,83.85,1,-0.4,-40.4,40.0,1.0
2022-11-03T13:11:03,2022-11-03T13:11:04,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,16.0,15.8,1,-0.2,-40.2,40.0,1.0
2022-11-03T13:11:03,2022-11-03T13:11:04,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,44.55,44.75,1,0.2,-39.8,40.0,1.0
2022-11-03T13:11:04,2022-11-03T13:11:05,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,5.25,5.2,1,-0.05,-40.05,40.0,1.0
2022-11-03T13:11:04,2022-11-03T13:11:05,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,84.0,84.35,1,0.35,-39.65,40.0,1.0
2022-11-03T13:11:05,2022-11-03T13:11:07,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,15.85,15.6,1,-0.25,-40.25,40.0,2.0
2022-11-03T13:11:05,2022-11-03T13:11:07,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,45.05,45.5,1,0.45,-39.55,40.0,2.0
2022-11-03T13:11:07,2022-11-03T13:11:08,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,5.15,5.15,1,0.0,-40.0,40.0,1.0
2022-11-03T13:11:07,2022-11-03T13:11:08,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,85.15,84.8,1,-0.35,-40.35,40.0,1.0
2022-11-03T13:11:08,2022-11-03T13:11:10,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,15.7,15.9,1,0.2,-39.8,40.0,2.0
2022-11-03T13:11:08,2022-11-03T13:11:10,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,45.25,44.6,1,-0.65,-40.65,40.0,2.0
2022-11-03T13:11:10,2022-11-03T13:11:15,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,5.2,5.2,1,0.0,-40.0,40.0,5.0
2022-11-03T13:11:10,2022-11-03T13:11:15,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,84.25,83.45,1,-0.8,-40.8,40.0,5.0
2022-11-03T13:11:15,2022-11-03T13:11:16,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,15.9,15.9,1,0.0,-40.0,40.0,1.0
2022-11-03T13:11:15,2022-11-03T13:11:16,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,44.1,44.05,1,-0.05,-40.05,40.0,1.0
2022-11-03T13:11:16,2022-11-03T13:11:22,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,5.25,5.25,1,0.0,-40.0,40.0,6.0
2022-11-03T13:11:16,2022-11-03T13:11:22,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,83.4,83.45,1,0.05,-39.95,40.0,6.0
2022-11-03T13:11:22,2022-11-03T13:11:23,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,16.0,16.0,1,0.0,-40.0,40.0,1.0
2022-11-03T13:11:22,2022-11-03T13:11:23,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,44.05,43.7,1,-0.35,-40.35,40.0,1.0
2022-11-03T13:11:23,2022-11-03T13:11:27,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,5.2,5.1,1,-0.1,-40.1,40.0,4.0
2022-11-03T13:11:23,2022-11-03T13:11:27,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,82.75,82.65,1,-0.1,-40.1,40.0,4.0
2022-11-03T13:11:27,2022-11-03T13:11:28,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,15.9,15.9,1,0.0,-40.0,40.0,1.0
2022-11-03T13:11:27,2022-11-03T13:11:28,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,43.65,44.0,1,0.35,-39.65,40.0,1.0
2022-11-03T13:11:28,2022-11-03T13:11:29,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,5.1,5.1,1,0.0,-40.0,40.0,1.0
2022-11-03T13:11:28,2022-11-03T13:11:29,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,83.45,83.0,1,-0.45,-40.45,40.0,1.0
2022-11-03T13:11:29,2022-11-03T13:11:30,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,15.8,15.9,1,0.1,-39.9,40.0,1.0
2022-11-03T13:11:29,2022-11-03T13:11:30,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,43.65,43.4,1,-0.25,-40.25,40.0,1.0
2022-11-03T13:11:30,2022-11-03T13:17:31,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,5.15,4.35,1,-0.8,-40.8,40.0,361.0
2022-11-03T13:11:30,2022-11-03T13:17:31,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,82.7,82.7,1,0.0,-40.0,40.0,361.0
2022-11-03T13:17:31,2022-11-03T13:17:34,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,14.35,14.85,1,0.5,-39.5,40.0,3.0
2022-11-03T13:17:31,2022-11-03T13:17:34,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,42.7,41.7,1,-1.0,-41.0,40.0,3.0
2022-11-03T13:17:34,2022-11-03T13:33:25,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,4.5,3.7,1,-0.8,-40.8,40.0,951.0
2022-11-03T13:17:34,2022-11-03T13:33:25,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.45,81.35,1,-0.1,-40.1,40.0,951.0
2022-11-03T13:33:25,2022-11-03T13:33:27,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,13.75,13.6,1,-0.15,-40.15,40.0,2.0
2022-11-03T13:33:25,2022-11-03T13:33:27,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,41.5,42.0,1,0.5,-39.5,40.0,2.0
2022-11-03T13:33:27,2022-11-03T13:33:28,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,3.65,3.7,1,0.05,-39.95,40.0,1.0
2022-11-03T13:33:27,2022-11-03T13:33:28,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,82.05,81.95,1,-0.1,-40.1,40.0,1.0
2022-11-03T13:33:28,2022-11-03T13:33:30,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,13.6,13.8,1,0.2,-39.8,40.0,2.0
2022-11-03T13:33:28,2022-11-03T13:33:30,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,41.8,41.15,1,-0.65,-40.65,40.0,2.0
2022-11-03T13:33:30,2022-11-03T13:33:37,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,3.75,3.75,1,0.0,-40.0,40.0,7.0
2022-11-03T13:33:30,2022-11-03T13:33:37,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.05,81.75,1,0.7,-39.3,40.0,7.0
2022-11-03T13:33:37,2022-11-03T13:33:39,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,13.9,14.25,1,0.35,-39.65,40.0,2.0
2022-11-03T13:33:37,2022-11-03T13:33:39,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,41.7,40.85,1,-0.85,-40.85,40.0,2.0
2022-11-03T13:33:39,2022-11-03T13:56:24,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,3.9,2.25,1,-1.65,-41.65,40.0,1365.0
2022-11-03T13:33:39,2022-11-03T13:56:24,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,80.85,82.25,1,1.4,-38.6,40.0,1365.0
2022-11-03T13:56:24,2022-11-03T14:02:21,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.45,10.0,1,0.55,-39.45,40.0,357.0
2022-11-03T13:56:24,2022-11-03T14:02:21,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.55,38.55,1,-1.0,-41.0,40.0,357.0
2022-11-03T14:02:21,2022-11-03T14:02:32,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.2,2.4,1,0.2,-39.8,40.0,11.0
2022-11-03T14:02:21,2022-11-03T14:02:32,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.35,78.4,1,-2.95,-42.95,40.0,11.0
2022-11-03T14:02:32,2022-11-03T14:02:33,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,10.4,10.05,1,-0.35,-40.35,40.0,1.0
2022-11-03T14:02:32,2022-11-03T14:02:33,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,36.25,37.25,1,1.0,-39.0,40.0,1.0
2022-11-03T14:02:33,2022-11-03T14:02:37,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.35,2.35,1,0.0,-40.0,40.0,4.0
2022-11-03T14:02:33,2022-11-03T14:02:37,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,79.65,80.6,1,0.95,-39.05,40.0,4.0
2022-11-03T14:02:37,2022-11-03T14:02:40,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.75,9.6,1,-0.15,-40.15,40.0,3.0
2022-11-03T14:02:37,2022-11-03T14:02:40,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,38.0,39.25,1,1.25,-38.75,40.0,3.0
2022-11-03T14:02:40,2022-11-03T14:02:42,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.25,2.3,1,0.05,-39.95,40.0,2.0
2022-11-03T14:02:40,2022-11-03T14:02:42,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.85,81.8,1,-0.05,-40.05,40.0,2.0
2022-11-03T14:02:42,2022-11-03T14:03:32,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.7,9.6,1,-0.1,-40.1,40.0,50.0
2022-11-03T14:02:42,2022-11-03T14:03:32,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.15,40.7,1,1.55,-38.45,40.0,50.0
2022-11-03T14:03:32,2022-11-03T14:03:33,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.3,2.35,1,0.05,-39.95,40.0,1.0
2022-11-03T14:03:32,2022-11-03T14:03:33,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,83.25,83.0,1,-0.25,-40.25,40.0,1.0
2022-11-03T14:03:33,2022-11-03T14:03:36,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.7,9.65,1,-0.05,-40.05,40.0,3.0
2022-11-03T14:03:33,2022-11-03T14:03:36,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,40.5,40.6,1,0.1,-39.9,40.0,3.0
2022-11-03T14:03:36,2022-11-03T14:03:38,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.3,2.3,1,0.0,-40.0,40.0,2.0
2022-11-03T14:03:36,2022-11-03T14:03:38,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,83.05,83.1,1,0.05,-39.95,40.0,2.0
2022-11-03T14:03:38,2022-11-03T14:03:55,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.65,10.05,1,0.4,-39.6,40.0,17.0
2022-11-03T14:03:38,2022-11-03T14:03:55,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,40.75,39.8,1,-0.95,-40.95,40.0,17.0
2022-11-03T14:03:55,2022-11-03T14:03:58,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.35,2.4,1,0.05,-39.95,40.0,3.0
2022-11-03T14:03:55,2022-11-03T14:03:58,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,82.25,81.95,1,-0.3,-40.3,40.0,3.0
2022-11-03T14:03:58,2022-11-03T14:04:27,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,10.0,10.05,1,0.05,-39.95,40.0,29.0
2022-11-03T14:03:58,2022-11-03T14:04:27,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.65,39.6,1,-0.05,-40.05,40.0,29.0
2022-11-03T14:04:27,2022-11-03T14:04:29,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.4,2.35,1,-0.05,-40.05,40.0,2.0
2022-11-03T14:04:27,2022-11-03T14:04:29,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.75,81.9,1,0.15,-39.85,40.0,2.0
2022-11-03T14:04:29,2022-11-03T14:04:45,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,10.0,10.0,1,0.0,-40.0,40.0,16.0
2022-11-03T14:04:29,2022-11-03T14:04:45,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.65,38.95,1,-0.7,-40.7,40.0,16.0
2022-11-03T14:04:45,2022-11-03T14:04:50,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.4,2.25,1,-0.15,-40.15,40.0,5.0
2022-11-03T14:04:45,2022-11-03T14:04:50,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.15,83.45,1,2.3,-37.7,40.0,5.0
2022-11-03T14:04:50,2022-11-03T14:05:00,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.5,10.1,1,0.6,-39.4,40.0,10.0
2022-11-03T14:04:50,2022-11-03T14:05:00,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,40.65,39.05,1,-1.6,-41.6,40.0,10.0
2022-11-03T14:05:00,2022-11-03T14:05:02,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.35,2.3,1,-0.05,-40.05,40.0,2.0
2022-11-03T14:05:00,2022-11-03T14:05:02,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.55,82.15,1,0.6,-39.4,40.0,2.0
2022-11-03T14:05:02,2022-11-03T14:05:14,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.75,10.05,1,0.3,-39.7,40.0,12.0
2022-11-03T14:05:02,2022-11-03T14:05:14,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.95,38.7,1,-1.25,-41.25,40.0,12.0
2022-11-03T14:05:14,2022-11-03T14:05:15,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.45,2.35,1,-0.1,-40.1,40.0,1.0
2022-11-03T14:05:14,2022-11-03T14:05:15,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.25,81.75,1,0.5,-39.5,40.0,1.0
2022-11-03T14:05:15,2022-11-03T14:05:20,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.7,9.9,1,0.2,-39.8,40.0,5.0
2022-11-03T14:05:15,2022-11-03T14:05:20,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.05,38.85,1,-0.2,-40.2,40.0,5.0
2022-11-03T14:05:20,2022-11-03T14:05:21,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.3,2.4,1,0.1,-39.9,40.0,1.0
2022-11-03T14:05:20,2022-11-03T14:05:21,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.3,80.1,1,-1.2,-41.2,40.0,1.0
2022-11-03T14:05:21,2022-11-03T14:05:23,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,10.25,10.5,1,0.25,-39.75,40.0,2.0
2022-11-03T14:05:21,2022-11-03T14:05:23,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,37.7,36.6,1,-1.1,-41.1,40.0,2.0
2022-11-03T14:05:23,2022-11-03T14:06:18,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.4,2.35,1,-0.05,-40.05,40.0,55.0
2022-11-03T14:05:23,2022-11-03T14:06:18,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,78.5,80.8,1,2.3,-37.7,40.0,55.0
2022-11-03T14:06:18,2022-11-03T14:06:20,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,10.1,10.3,1,0.2,-39.8,40.0,2.0
2022-11-03T14:06:18,2022-11-03T14:06:20,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,38.75,37.75,1,-1.0,-41.0,40.0,2.0
2022-11-03T14:06:20,2022-11-03T14:09:30,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.4,2.25,1,-0.15,-40.15,40.0,190.0
2022-11-03T14:06:20,2022-11-03T14:09:30,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,79.65,79.85,1,0.2,-39.8,40.0,190.0
2022-11-03T14:09:30,2022-11-03T14:09:41,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.65,10.1,1,0.45,-39.55,40.0,11.0
2022-11-03T14:09:30,2022-11-03T14:09:41,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,37.4,35.7,1,-1.7,-41.7,40.0,11.0
2022-11-03T14:09:41,2022-11-03T14:09:44,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.3,2.25,1,-0.05,-40.05,40.0,3.0
2022-11-03T14:09:41,2022-11-03T14:09:44,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,78.2,80.0,1,1.8,-38.2,40.0,3.0
2022-11-03T14:09:44,2022-11-03T14:09:48,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.85,9.85,1,0.0,-40.0,40.0,4.0
2022-11-03T14:09:44,2022-11-03T14:09:48,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,37.5,37.05,1,-0.45,-40.45,40.0,4.0
2022-11-03T14:09:48,2022-11-03T14:09:52,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.3,2.25,1,-0.05,-40.05,40.0,4.0
2022-11-03T14:09:48,2022-11-03T14:09:52,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,79.2,80.7,1,1.5,-38.5,40.0,4.0
2022-11-03T14:09:52,2022-11-03T14:09:53,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.65,9.6,1,-0.05,-40.05,40.0,1.0
2022-11-03T14:09:52,2022-11-03T14:09:53,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,38.0,38.2,1,0.2,-39.8,40.0,1.0
2022-11-03T14:09:53,2022-11-03T14:09:55,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.2,2.15,1,-0.05,-40.05,40.0,2.0
2022-11-03T14:09:53,2022-11-03T14:09:55,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.0,80.15,1,-0.85,-40.85,40.0,2.0
2022-11-03T14:09:55,2022-11-03T14:10:34,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.5,10.25,1,0.75,-39.25,40.0,39.0
2022-11-03T14:09:55,2022-11-03T14:10:34,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,37.7,36.5,1,-1.2,-41.2,40.0,39.0
2022-11-03T14:10:34,2022-11-03T14:10:39,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.3,2.2,1,-0.1,-40.1,40.0,5.0
2022-11-03T14:10:34,2022-11-03T14:10:39,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,78.45,79.9,1,1.45,-38.55,40.0,5.0
2022-11-03T14:10:39,2022-11-03T14:10:40,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,10.0,9.95,1,-0.05,-40.05,40.0,1.0
2022-11-03T14:10:39,2022-11-03T14:10:40,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,37.45,37.4,1,-0.05,-40.05,40.0,1.0
2022-11-03T14:10:40,2022-11-03T14:10:43,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.15,2.15,1,0.0,-40.0,40.0,3.0
2022-11-03T14:10:40,2022-11-03T14:10:43,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,79.55,79.5,1,-0.05,-40.05,40.0,3.0
2022-11-03T14:10:43,2022-11-03T14:10:44,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,9.95,10.1,1,0.15,-39.85,40.0,1.0
2022-11-03T14:10:43,2022-11-03T14:10:44,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,37.35,37.5,1,0.15,-39.85,40.0,1.0
2022-11-03T14:10:44,2022-11-03T14:17:05,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,2.25,1.6,1,-0.65,-40.65,40.0,381.0
2022-11-03T14:10:44,2022-11-03T14:17:05,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,79.75,82.7,1,2.95,-37.05,40.0,381.0
2022-11-03T14:17:05,2022-11-03T14:17:06,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,7.8,7.9,1,0.1,-39.9,40.0,1.0
2022-11-03T14:17:05,2022-11-03T14:17:06,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.05,38.55,1,-0.5,-40.5,40.0,1.0
2022-11-03T14:17:06,2022-11-03T14:17:19,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,1.6,1.6,1,0.0,-40.0,40.0,13.0
2022-11-03T14:17:06,2022-11-03T14:17:19,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,81.9,82.65,1,0.75,-39.25,40.0,13.0
2022-11-03T14:17:19,2022-11-03T14:17:22,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,8.05,8.7,1,0.65,-39.35,40.0,3.0
2022-11-03T14:17:19,2022-11-03T14:17:22,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.3,37.1,1,-2.2,-42.2,40.0,3.0
2022-11-03T14:17:22,2022-11-03T14:18:16,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,1.8,1.65,1,-0.15,-40.15,40.0,54.0
2022-11-03T14:17:22,2022-11-03T14:18:16,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,80.2,83.25,1,3.05,-36.95,40.0,54.0
2022-11-03T14:18:16,2022-11-03T14:18:44,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,7.75,8.05,1,0.3,-39.7,40.0,28.0
2022-11-03T14:18:16,2022-11-03T14:18:44,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.4,38.8,1,-0.6,-40.6,40.0,28.0
2022-11-03T14:18:44,2022-11-03T14:19:00,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,1.65,1.6,1,-0.05,-40.05,40.0,16.0
2022-11-03T14:18:44,2022-11-03T14:19:00,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,82.3,83.0,1,0.7,-39.3,40.0,16.0
2022-11-03T14:19:00,2022-11-03T14:19:01,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,7.85,7.95,1,0.1,-39.9,40.0,1.0
2022-11-03T14:19:00,2022-11-03T14:19:01,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.1,39.0,1,-0.1,-40.1,40.0,1.0
2022-11-03T14:19:01,2022-11-03T14:19:03,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,1.6,1.6,1,0.0,-40.0,40.0,2.0
2022-11-03T14:19:01,2022-11-03T14:19:03,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,82.75,83.8,1,1.05,-38.95,40.0,2.0
2022-11-03T14:19:03,2022-11-03T14:20:20,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,7.6,8.1,1,0.5,-39.5,40.0,77.0
2022-11-03T14:19:03,2022-11-03T14:20:20,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.95,40.6,1,0.65,-39.35,40.0,77.0
2022-11-03T14:20:20,2022-11-03T14:20:30,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,1.75,1.7,1,-0.05,-40.05,40.0,10.0
2022-11-03T14:20:20,2022-11-03T14:20:30,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,84.25,83.0,1,-1.25,-41.25,40.0,10.0
2022-11-03T14:20:30,2022-11-03T14:20:33,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,8.0,8.0,1,0.0,-40.0,40.0,3.0
2022-11-03T14:20:30,2022-11-03T14:20:33,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.35,40.0,1,0.65,-39.35,40.0,3.0
2022-11-03T14:20:33,2022-11-03T14:20:35,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,1.7,1.7,1,0.0,-40.0,40.0,2.0
2022-11-03T14:20:33,2022-11-03T14:20:35,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,83.75,82.85,1,-0.9,-40.9,40.0,2.0
2022-11-03T14:20:35,2022-11-03T14:20:40,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,8.1,8.0,1,-0.1,-40.1,40.0,5.0
2022-11-03T14:20:35,2022-11-03T14:20:40,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.4,40.7,1,1.3,-38.7,40.0,5.0
2022-11-03T14:20:40,2022-11-03T14:20:44,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,1.65,1.7,1,0.05,-39.95,40.0,4.0
2022-11-03T14:20:40,2022-11-03T14:20:44,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,84.65,83.3,1,-1.35,-41.35,40.0,4.0
2022-11-03T14:20:44,2022-11-03T14:20:45,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,8.15,8.2,1,0.05,-39.95,40.0,1.0
2022-11-03T14:20:44,2022-11-03T14:20:45,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,39.6,39.35,1,-0.25,-40.25,40.0,1.0
2022-11-03T14:20:45,2022-11-03T14:21:07,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,1.8,1.85,1,0.05,-39.95,40.0,22.0
2022-11-03T14:20:45,2022-11-03T14:21:07,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,82.8,82.2,1,-0.6,-40.6,40.0,22.0
2022-11-03T14:21:07,2022-11-03T14:21:11,NIFTY22110318050CE,NIFTY,2022-11-03,18050,CE,8.35,8.4,1,0.05,-39.95,40.0,4.0
2022-11-03T14:21:07,2022-11-03T14:21:11,NIFTY22110318050PE,NIFTY,2022-11-03,18050,PE,38.9,38.9,1,0.0,-40.0,40.0,4.0
2022-11-03T14:21:11,2022-11-03T14:21:47,NIFTY22110318100CE,NIFTY,2022-11-03,18100,CE,1.85,1.7,1,-0.15,-40.15,40.0,36.0
2022-11-03T14:21:11,2022-11-03T14:21:47,NIFTY22110318100PE,NIFTY,2022-11-03,18100,PE,82.2,84.55,1,2.35,-37.65,40.0,36.0
